CHANNEL,SOLD_TO
RETAILCAPS,100045312
LKA,100023561
RETAILCAPS,100099146
GKA,156065583
RETAILCAPS,100064937
RETAILCAPS,100064055
WHOLESALES,156064106
GKA,156055436
CS OTHERS,156059790
RETAILCAPS,100061793
GKA,100102404
RETAILCAPS,PL5868V005
RETAILCAPS,100046142
CS OTHERS,100109587
RETAILCAPS,100064057
RETAILCAPS,100047418
RETAILCAPS,100052029
GKA,100102317
CS OTHERS,100085527
GKA,100126430
GKA,156065825
CS OXXO,156059883
WHOLESALES,100029957
RETAILCAPS,100041590
RETAILCAPS,100051531
RETAILCAPS,100061452
RETAILCAPS,100046629
RETAILCAPS,100051342
LKA,156052730
RETAILCAPS,100035797
GKA,100030933
RETAILCAPS,100058587
RETAILCAPS,100041677
GKA,100066848
RETAILCAPS,156060161
RETAILCAPS,100061461
RETAILCAPS,100045625
RETAILCAPS,100031948
RETAILCAPS,PL5886S028
CLUBES,156058338
RETAILCAPS,100058967
RETAILCAPS,100041985
LKA,156056735
RETAILCAPS,100043698
WHOLESALES,156059747
GKA,100030713
GKA,156053632
LKA,100046548
WHOLESALES,156063881
WHOLESALES,156063875
RETAILCAPS,PL5896S008
CS OTHERS,100107648
RETAILCAPS,100046269
CS OTHERS,100091876
GKA,156057722
CS OXXO,156059138
RETAILCAPS,100063878
CS OTHERS,156064356
CLUBES,100025072
GKA,156057205
RETAILCAPS,100043081
RETAILCAPS,100041182
RETAILCAPS,100051763
WHOLESALES,156052041
CS OXXO,100025313
RETAILCAPS,100046246
RETAILCAPS,100050153
RETAILCAPS,100096620
RETAILCAPS,100046936
CS OTHERS,100100755
GKA,156064162
RETAILCAPS,156063061
WHOLESALES,156052533
RETAILCAPS,PL5863S004
RETAILCAPS,100041652
WHOLESALES,100025422
RETAILCAPS,100049168
CS OTHERS,100100645
WHOLESALES,156064920
RETAILCAPS,100051079
RETAILCAPS,100054562
CS OXXO,156060213
CLUBES,156053975
RETAILCAPS,100066122
RETAILCAPS,156055465
CS OXXO,156059860
RETAILCAPS,100060956
CS OTHERS,100112548
GKA,156058114
RETAILCAPS,100039597
RETAILCAPS,100046271
LKA,100114923
RETAILCAPS,PL5874S003
WHOLESALES,156063490
RETAILCAPS,100043699
RETAILCAPS,100043762
RETAILCAPS,100051194
RETAILCAPS,100045279
RETAILCAPS,100048575
RETAILCAPS,100051408
LKA,156066462
RETAILCAPS,100054383
CLUBES,156058417
RETAILCAPS,100058632
RETAILCAPS,100040089
RETAILCAPS,100084493
RETAILCAPS,100066894
RETAILCAPS,100046176
NEWCHANNEL,156054194
LKA,156063606
WHOLESALES,100029132
LKA,156064822
RETAILCAPS,100055024
RETAILCAPS,156100515
CS OTHERS,156063746
RETAILCAPS,100027521
RETAILCAPS,100037481
RETAILCAPS,100039847
RETAILCAPS,100057209
RETAILCAPS,100052972
GKA,100030296
RETAILCAPS,100038263
RETAILCAPS,156064518
LKA,156053713
RETAILCAPS,100044838
GKA,100113258
RETAILCAPS,100031557
RETAILCAPS,PL5890V029
RETAILCAPS,156062767
WHOLESALES,100024931
RETAILCAPS,100064219
RETAILCAPS,100047904
RETAILCAPS,100045549
RETAILCAPS,100053267
GKA,100111787
RETAILCAPS,100049487
WHOLESALES,156053004
RETAILCAPS,100101438
GKA,156063117
CS OTHERS,100083831
RETAILCAPS,100040384
RETAILCAPS,100044248
RETAILCAPS,100064376
LKA,156059450
RETAILCAPS,100064825
CS OTHERS,100084134
CLUBES,156065255
RETAILCAPS,156061664
CS OTHERS,100083824
RETAILCAPS,100049583
CS OTHERS,156063207
LKA,100032007
LKA,100090595
CLUBES,156055040
LKA,156060295
CS OXXO,156061349
RETAILCAPS,100052795
RETAILCAPS,100115129
CS OXXO,156061445
RETAILCAPS,100024981
CS OXXO,156061309
CS OTHERS,100120642
RETAILCAPS,100043190
GKA,156055082
RETAILCAPS,100047880
RETAILCAPS,100059222
RETAILCAPS,PL5885V033
RETAILCAPS,156064507
WHOLESALES,156063553
CS OTHERS,100085721
RETAILCAPS,100037936
WHOLESALES,100024910
CS OTHERS,156062097
LKA,100092824
RETAILCAPS,100058550
WHOLESALES,156052549
LKA,100127322
WHOLESALES,156063339
CS OTHERS,100100617
LKA,156053553
WHOLESALES,156056857
LKA,100022777
RETAILCAPS,100047454
RETAILCAPS,100047605
GKA,100026880
RETAILCAPS,100062082
RETAILCAPS,100056566
RETAILCAPS,100035913
CS OTHERS,156059052
RETAILCAPS,100059559
WHOLESALES,156053505
RETAILCAPS,156101262
RETAILCAPS,156100534
LKA,156064337
CS OTHERS,100100671
RETAILCAPS,100040967
RETAILCAPS,100046611
CS OTHERS,100075495
RETAILCAPS,156101351
RETAILCAPS,156059416
GKA,156057820
CS OTHERS,100085642
WHOLESALES,156052327
LKA,156065011
RETAILCAPS,100061161
GKA,156054753
RETAILCAPS,100042160
RETAILCAPS,100047579
RETAILCAPS,PL5898S004
RETAILCAPS,100045857
WHOLESALES,156053838
RETAILCAPS,100063565
CS OTHERS,100085391
LKA,156058472
RETAILCAPS,100056219
CS OTHERS,156062051
RETAILCAPS,100049561
RETAILCAPS,100026386
RETAILCAPS,100045215
RETAILCAPS,156101133
SIGMA FSS,100119750
RETAILCAPS,100040149
RETAILCAPS,100033408
GKA,100086358
RETAILCAPS,100051561
RETAILCAPS,100040947
WHOLESALES,100111052
RETAILCAPS,100044579
RETAILCAPS,100062796
LKA,156054102
RETAILCAPS,100044134
GKA,100026176
WHOLESALES,156052194
RETAILCAPS,100037061
RETAILCAPS,100099202
RETAILCAPS,PL5919V002
CS OTHERS,100079173
RETAILCAPS,100042119
CS OTHERS,156061990
RETAILCAPS,156100097
GKA,156058047
RETAILCAPS,100060869
RETAILCAPS,100059776
RETAILCAPS,100052295
CS OTHERS,100086694
RETAILCAPS,100057316
RETAILCAPS,156100327
RETAILCAPS,100040958
CS OTHERS,100024737
RETAILCAPS,100066444
RETAILCAPS,100038694
RETAILCAPS,100060181
RETAILCAPS,100074027
RETAILCAPS,100055873
RETAILCAPS,156100775
LKA,100102720
RETAILCAPS,100061666
WHOLESALES,156053466
CLUBES,100028367
GKA,100029357
RETAILCAPS,100084627
CS OTHERS,156065728
CS OXXO,156061449
CS OTHERS,156065727
CS OXXO,156059247
RETAILCAPS,100055890
CS OXXO,156059127
RETAILCAPS,100063671
RETAILCAPS,100048845
CS OXXO,156063134
RETAILCAPS,100050887
RETAILCAPS,100040142
RETAILCAPS,100062170
WHOLESALES,156062545
CS OTHERS,156062710
GKA,100031496
RETAILCAPS,100048268
GKA,100106112
LKA,156065062
RETAILCAPS,100038589
LKA,100095438
RETAILCAPS,PL5901S021
RETAILCAPS,100040294
RETAILCAPS,100051145
CS OXXO,156061510
WHOLESALES,156061828
CS OXXO,156060252
LKA,100025884
RETAILCAPS,100050046
RETAILCAPS,100043888
RETAILCAPS,PL5908S003
GKA,100102339
LKA,156059621
RETAILCAPS,100041817
RETAILCAPS,100047355
RETAILCAPS,100046341
RETAILCAPS,100054924
CLUBES,156054458
CS OTHERS,156062738
RETAILCAPS,100028269
GKA,100029377
GKA,100026005
RETAILCAPS,100062025
RETAILCAPS,PL5900S007
LKA,156064884
WHOLESALES,156064065
RETAILCAPS,100042074
WHOLESALES,156052725
LKA,156056175
RETAILCAPS,100058211
CS OTHERS,100034244
RETAILCAPS,100041999
GKA,100030674
RETAILCAPS,100056829
RETAILCAPS,100065414
WHOLESALES,156062829
P. SIGMA,156055651
CS OTHERS,100070147
GKA,156057202
LKA,100117946
RETAILCAPS,100065166
RETAILCAPS,100059104
NEWCHANNEL,100099242
RETAILCAPS,100059285
RETAILCAPS,100044637
RETAILCAPS,100036253
RETAILCAPS,100046462
LKA,156056809
LKA,156056219
RETAILCAPS,100040821
WHOLESALES,156062618
RETAILCAPS,PL5877S018
GKA,100113846
GKA,156055678
RETAILCAPS,PL5885V009
RETAILCAPS,PL5877V012
RETAILCAPS,100066456
RETAILCAPS,100037460
LKA,156054631
WHOLESALES,100080040
RETAILCAPS,100064049
LKA,100072992
CS OTHERS,100080102
RETAILCAPS,100048842
RETAILCAPS,100054559
RETAILCAPS,100040729
CLUBES,156055117
LKA,100107712
LKA,100033766
RETAILCAPS,100055577
WHOLESALES,100078324
CS OTHERS,100086340
RETAILCAPS,156059419
RETAILCAPS,100093408
RETAILCAPS,156059491
RETAILCAPS,156100459
RETAILCAPS,100056803
RETAILCAPS,100054347
RETAILCAPS,PL5890V033
WHOLESALES,156054252
RETAILCAPS,100090026
RETAILCAPS,100043252
RETAILCAPS,100053375
RETAILCAPS,100064207
GKA,156065915
RETAILCAPS,156101192
CS OTHERS,156062262
WHOLESALES,156052643
RETAILCAPS,100061951
CS OTHERS,100022678
RETAILCAPS,156100101
CS OXXO,156061409
RETAILCAPS,100038400
RETAILCAPS,100039166
RETAILCAPS,100043420
WHOLESALES,156063447
LKA,100105804
LKA,156053285
CS OTHERS,100099371
GKA,156065703
RETAILCAPS,100064926
RETAILCAPS,100045027
LKA,156054610
RETAILCAPS,100045617
LKA,156057131
LKA,156066672
CS OTHERS,100109968
LKA,100106992
RETAILCAPS,100046077
CS OTHERS,156060362
WHOLESALES,156062572
RETAILCAPS,100043613
WHOLESALES,100035830
CS OTHERS,100105286
RETAILCAPS,100051093
RETAILCAPS,100041522
RETAILCAPS,100076907
NEWCHANNEL,156054492
WHOLESALES,156064368
GKA,100114629
RETAILCAPS,100029273
WHOLESALES,100069999
RETAILCAPS,156100708
GKA,156054308
CS OTHERS,100102330
CS OTHERS,100028994
RETAILCAPS,100051318
CS OTHERS,100060616
RETAILCAPS,100058573
GKA,100113786
RETAILCAPS,100065577
RETAILCAPS,100038649
GKA,100030627
RETAILCAPS,100062979
RETAILCAPS,100061920
CS OTHERS,100085604
RETAILCAPS,100039208
CS OTHERS,100067412
RETAILCAPS,100027791
CS OTHERS,100035618
RETAILCAPS,100043599
WHOLESALES,156060068
WHOLESALES,100035799
RETAILCAPS,100067255
RETAILCAPS,100044752
LKA,156053411
RETAILCAPS,100044938
LKA,100048430
RETAILCAPS,100064894
GKA,100097072
RETAILCAPS,100039604
CS OTHERS,100106039
CS OXXO,156061386
LKA,156060359
RETAILCAPS,100044706
LKA,156062425
RETAILCAPS,100039082
RETAILCAPS,100040792
RETAILCAPS,100055591
RETAILCAPS,156065362
RETAILCAPS,100061072
GKA,156057991
RETAILCAPS,100043553
RETAILCAPS,100064616
RETAILCAPS,156100273
LKA,100122547
RETAILCAPS,156100246
RETAILCAPS,100039312
LKA,156056328
RETAILCAPS,100036516
RETAILCAPS,100043689
RETAILCAPS,100103618
RETAILCAPS,156100636
CS OTHERS,100107969
CS OTHERS,100085565
CS OTHERS,100086697
CLUBES,156058479
WHOLESALES,156052221
LKA,100022886
RETAILCAPS,PL5888S002
RETAILCAPS,100060444
RETAILCAPS,100043983
RETAILCAPS,100056804
NEWCHANNEL,156055975
RETAILCAPS,100047596
RETAILCAPS,100029268
WHOLESALES,156061788
WHOLESALES,156058752
CS OXXO,156059173
GKA,156055605
RETAILCAPS,100047859
RETAILCAPS,100055874
RETAILCAPS,100054038
RETAILCAPS,100046809
cs OTHERS,100100790
RETAILCAPS,PL5915V009
RETAILCAPS,100049599
LKA,156063600
RETAILCAPS,100064978
RETAILCAPS,100039262
RETAILCAPS,100064592
CS OTHERS,100073952
WHOLESALES,156056895
RETAILCAPS,100039750
RETAILCAPS,100061371
RETAILCAPS,100054684
RETAILCAPS,100043763
GKA,156064971
WHOLESALES,100025514
RETAILCAPS,PL5864S019
NEWCHANNEL,100093864
NEWCHANNEL,156056871
RETAILCAPS,100045611
RETAILCAPS,100039975
CS OTHERS,100085723
RETAILCAPS,PL5910V012
LKA,156064423
RETAILCAPS,100050934
RETAILCAPS,100059327
LKA,156064975
RETAILCAPS,156100381
WHOLESALES,156061827
RETAILCAPS,100038955
RETAILCAPS,100062159
RETAILCAPS,100045472
CS OTHERS,156064386
RETAILCAPS,PL5888V008
RETAILCAPS,100127444
LKA,100026032
RETAILCAPS,100052872
RETAILCAPS,100049553
WHOLESALES,156054056
RETAILCAPS,100033883
GKA,156054213
RETAILCAPS,100046004
WHOLESALES,156057115
CS OXXO,156060888
RETAILCAPS,100041597
CS OTHERS,100100663
CS OTHERS,156064201
RETAILCAPS,100101836
CS OTHERS,100034898
WHOLESALES,156053278
RETAILCAPS,100065285
RETAILCAPS,100055507
RETAILCAPS,100050670
RETAILCAPS,156101012
CS OTHERS,100101044
RETAILCAPS,100050914
WHOLESALES,156063780
RETAILCAPS,100051978
RETAILCAPS,100041482
RETAILCAPS,100045364
RETAILCAPS,100048181
RETAILCAPS,100053361
RETAILCAPS,100037302
NEWCHANNEL,156054519
RETAILCAPS,100053141
RETAILCAPS,100055718
RETAILCAPS,100033132
RETAILCAPS,156100392
RETAILCAPS,100061987
RETAILCAPS,100047366
RETAILCAPS,100040777
RETAILCAPS,100047993
WHOLESALES,156062827
RETAILCAPS,100063742
CS OTHERS,100076200
RETAILCAPS,100037680
CS OXXO,156059188
RETAILCAPS,156059417
CS OTHERS,100098761
GKA,100025690
RETAILCAPS,100044156
RETAILCAPS,100054084
RETAILCAPS,156101068
RETAILCAPS,100036987
RETAILCAPS,100061111
RETAILCAPS,100050921
RETAILCAPS,156101091
RETAILCAPS,100042216
RETAILCAPS,100054026
RETAILCAPS,100049286
CS OTHERS,100128019
RETAILCAPS,156064669
WHOLESALES,100058679
RETAILCAPS,100055512
RETAILCAPS,100061539
RETAILCAPS,100038560
RETAILCAPS,100050621
LKA,156053506
RETAILCAPS,PL5909V003
RETAILCAPS,100052183
GKA,156066618
GKA,156055887
RETAILCAPS,100096671
LKA,156059584
RETAILCAPS,100065612
GKA,156058143
RETAILCAPS,100127557
RETAILCAPS,100041523
CS OTHERS,100085494
RETAILCAPS,100036957
RETAILCAPS,PL5877S022
RETAILCAPS,100044492
RETAILCAPS,156100861
RETAILCAPS,100047495
CS OTHERS,100105541
RETAILCAPS,PL5909V902
LKA,156064156
GKA,100069455
CS OTHERS,100102813
RETAILCAPS,100061873
CLUBES,156055750
RETAILCAPS,100034355
RETAILCAPS,100038962
RETAILCAPS,100059620
RETAILCAPS,156064736
RETAILCAPS,100058935
LKA,156056357
RETAILCAPS,100061035
CS OTHERS,100073589
RETAILCAPS,100043212
RETAILCAPS,PL5916S008
RETAILCAPS,100041218
WHOLESALES,156060667
RETAILCAPS,100045968
RETAILCAPS,100062143
GKA,156055339
RETAILCAPS,100024955
RETAILCAPS,100056215
RETAILCAPS,PL5886V052
CLUBES,156058401
RETAILCAPS,156100972
CS OTHERS,100079826
RETAILCAPS,100066179
RETAILCAPS,100055919
WHOLESALES,156052488
CS OTHERS,156060427
RETAILCAPS,100037386
CS OTHERS,156060095
LKA,156053340
RETAILCAPS,100036827
RETAILCAPS,100054005
RETAILCAPS,156101021
RETAILCAPS,156065979
RETAILCAPS,100037131
RETAILCAPS,156100478
RETAILCAPS,PL5895S011
CS OXXO,156060256
GKA,156054799
RETAILCAPS,100096606
CS OTHERS,100084045
WHOLESALES,156053155
GKA,100029376
WHOLESALES,100065686
WHOLESALES,156052889
RETAILCAPS,100066390
RETAILCAPS,100059077
RETAILCAPS,100052014
WHOLESALES,156061069
RETAILCAPS,PL5891V013
RETAILCAPS,100034053
RETAILCAPS,PL5875V002
LKA,156058467
RETAILCAPS,100060265
RETAILCAPS,100043183
RETAILCAPS,100051059
CS OTHERS,100073175
RETAILCAPS,100091526
RETAILCAPS,100034456
CS OTHERS,100107711
RETAILCAPS,100025570
RETAILCAPS,100054909
RETAILCAPS,100101983
GKA,156058290
RETAILCAPS,100048251
RETAILCAPS,156055306
RETAILCAPS,100064146
RETAILCAPS,100066320
LKA,156066544
RETAILCAPS,100052079
RETAILCAPS,100053041
RETAILCAPS,100058170
LKA,100072272
CS OTHERS,100125981
WHOLESALES,100127840
GKA,156055208
RETAILCAPS,100045918
WHOLESALES,156063898
RETAILCAPS,100062268
RETAILCAPS,156066779
RETAILCAPS,100030572
RETAILCAPS,100041885
RETAILCAPS,100043253
WHOLESALES,156054869
LKA,100101278
RETAILCAPS,100051831
LKA,100094350
RETAILCAPS,100062484
RETAILCAPS,100041627
RETAILCAPS,100066398
RETAILCAPS,100044619
RETAILCAPS,100051646
RETAILCAPS,100046062
RETAILCAPS,100096643
RETAILCAPS,100063613
RETAILCAPS,100055535
LKA,156057064
RETAILCAPS,100057711
RETAILCAPS,100045083
RETAILCAPS,100047244
RETAILCAPS,156101150
GKA,100025141
RETAILCAPS,100058738
RETAILCAPS,100045431
CS OTHERS,100084058
LKA,156058635
CS OXXO,156060241
RETAILCAPS,100049185
RETAILCAPS,156063365
NEWCHANNEL,156054443
RETAILCAPS,100066908
GKA,156058193
RETAILCAPS,100041229
RETAILCAPS,100030750
RETAILCAPS,100065344
GKA,156065047
RETAILCAPS,100055875
WHOLESALES,156061000
RETAILCAPS,PL5874S004
RETAILCAPS,100039771
RETAILCAPS,156066130
GKA,100081923
RETAILCAPS,100032799
RETAILCAPS,100047515
RETAILCAPS,100048126
CS OTHERS,100085546
RETAILCAPS,100050956
RETAILCAPS,100037398
CS OTHERS,156062645
RETAILCAPS,100063417
GKA,156064179
LKA,156056318
LKA,156054825
RETAILCAPS,100057947
CS OTHERS,100114167
GKA,100029314
RETAILCAPS,100045221
RETAILCAPS,100055565
CS OTHERS,100030864
CS OTHERS,156063765
RETAILCAPS,100034216
RETAILCAPS,100052493
RETAILCAPS,100065668
RETAILCAPS,100049205
RETAILCAPS,100039741
RETAILCAPS,100039725
RETAILCAPS,100050283
CS OTHERS,156065487
RETAILCAPS,100043952
RETAILCAPS,100127232
RETAILCAPS,156100588
RETAILCAPS,100049044
RETAILCAPS,100032703
RETAILCAPS,100061351
RETAILCAPS,156063556
RETAILCAPS,PL5970V901
RETAILCAPS,100055752
CS OTHERS,100121478
RETAILCAPS,100039930
WHOLESALES,156062343
RETAILCAPS,100057599
RETAILCAPS,100057503
RETAILCAPS,PL5874S002
RETAILCAPS,156066022
RETAILCAPS,100056271
WHOLESALES,100108517
RETAILCAPS,100060986
CS OTHERS,100085680
RETAILCAPS,100039912
RETAILCAPS,PL5905V020
RETAILCAPS,100049606
CS OTHERS,100036486
RETAILCAPS,100042872
CS OTHERS,100083756
WHOLESALES,156060816
RETAILCAPS,100041865
GKA,100030580
CS OXXO,156059126
WHOLESALES,156061074
RETAILCAPS,100065170
RETAILCAPS,100055858
WHOLESALES,156061601
RETAILCAPS,100040354
RETAILCAPS,100039868
RETAILCAPS,100051319
RETAILCAPS,100036069
RETAILCAPS,156101134
RETAILCAPS,100047163
RETAILCAPS,100127575
WHOLESALES,156052100
RETAILCAPS,100058703
RETAILCAPS,100058409
NEWCHANNEL,100051836
GKA,100030638
RETAILCAPS,100050787
RETAILCAPS,100042918
GKA,100079847
WHOLESALES,100031752
RETAILCAPS,100041598
GKA,156056003
GKA,100030581
CS OTHERS,156062217
RETAILCAPS,100062015
CS OTHERS,100115384
RETAILCAPS,156066549
RETAILCAPS,PL5885V015
WHOLESALES,156062557
RETAILCAPS,100051267
RETAILCAPS,100045331
RETAILCAPS,100039574
CS OTHERS,156059708
NEWCHANNEL,156054863
WHOLESALES,156055336
RETAILCAPS,100065727
RETAILCAPS,100066473
WHOLESALES,156056252
GKA,156055570
LKA,156056825
RETAILCAPS,100059968
WHOLESALES,100071932
WHOLESALES,100033763
WHOLESALES,156052138
RETAILCAPS,100048345
RETAILCAPS,100034707
WHOLESALES,156052496
RETAILCAPS,100115223
RETAILCAPS,100059540
LKA,156062873
WHOLESALES,100079138
RETAILCAPS,100050855
RETAILCAPS,PL5883V017
LKA,156062876
GKA,156058148
GKA,100113184
RETAILCAPS,PL5893V901
RETAILCAPS,100035232
WHOLESALES,156052197
GKA,100126930
GKA,100069080
CS OXXO,156062396
WHOLESALES,156054570
LKA,156062387
LKA,156058493
RETAILCAPS,100047753
CS OXXO,156059869
CS OTHERS,100093694
RETAILCAPS,100049038
RETAILCAPS,100032767
CS OXXO,156060217
RETAILCAPS,100038515
RETAILCAPS,156061661
RETAILCAPS,100063244
LKA,156063598
CS OTHERS,100118938
LKA,156053112
RETAILCAPS,100064541
WHOLESALES,156053669
RETAILCAPS,100042001
GKA,156053813
RETAILCAPS,156063031
GKA,100026711
LKA,156062867
RETAILCAPS,100046177
RETAILCAPS,100058865
RETAILCAPS,100063097
RETAILCAPS,100047787
LKA,100106545
RETAILCAPS,100044538
CLUBES,156053672
RETAILCAPS,100050559
GKA,156056103
WHOLESALES,100070919
RETAILCAPS,100040755
RETAILCAPS,PL5876V002
RETAILCAPS,100047649
GKA,156055595
RETAILCAPS,100051776
LKA,156056469
RETAILCAPS,100061101
RETAILCAPS,100084637
RETAILCAPS,100060885
RETAILCAPS,100063443
LKA,156058634
CS OXXO,156061307
LKA,100052139
GKA,100113717
GKA,156057886
LKA,156057168
RETAILCAPS,100058485
RETAILCAPS,100059999
WHOLESALES,156063549
RETAILCAPS,156063000
LKA,156055037
RETAILCAPS,100052048
RETAILCAPS,100051707
RETAILCAPS,PL5894S901
RETAILCAPS,100048562
CLUBES,156053832
RETAILCAPS,156100547
LKA,156054703
RETAILCAPS,100055049
RETAILCAPS,156066137
WHOLESALES,156053408
GKA,156055657
WHOLESALES,156056250
RETAILCAPS,100039336
RETAILCAPS,100063903
RETAILCAPS,PL5889V028
RETAILCAPS,100046080
RETAILCAPS,100044513
RETAILCAPS,156101226
WHOLESALES,156054139
RETAILCAPS,100037112
RETAILCAPS,100051491
RETAILCAPS,100048619
RETAILCAPS,PL5862V023
RETAILCAPS,156066033
RETAILCAPS,156064688
CS OXXO,156061422
CS OXXO,156061340
RETAILCAPS,100061256
WHOLESALES,156052990
LKA,156064950
RETAILCAPS,100051999
RETAILCAPS,100039988
RETAILCAPS,100039777
RETAILCAPS,100050202
GKA,156056095
RETAILCAPS,100048498
RETAILCAPS,PL5916S002
cs OTHERS,100114230
CS OTHERS,156066460
RETAILCAPS,156062150
WHOLESALES,156061917
RETAILCAPS,100039103
RETAILCAPS,156100689
LKA,100069931
RETAILCAPS,156100315
RETAILCAPS,PL5862V003
RETAILCAPS,156065875
RETAILCAPS,100052604
WHOLESALES,156058682
WHOLESALES,156060281
RETAILCAPS,100036099
LKA,156054190
RETAILCAPS,100062843
RETAILCAPS,100025935
RETAILCAPS,100063995
RETAILCAPS,100061191
WHOLESALES,156058757
GKA,156055386
LKA,156056372
RETAILCAPS,PL5895V013
RETAILCAPS,100037277
RETAILCAPS,PL5911V011
CS OTHERS,156063736
RETAILCAPS,100043105
LKA,156060325
RETAILCAPS,100048458
CS OTHERS,156065630
RETAILCAPS,100036779
RETAILCAPS,100048441
WHOLESALES,156053903
RETAILCAPS,100040375
GKA,156058154
RETAILCAPS,100058547
RETAILCAPS,100049442
RETAILCAPS,156100739
RETAILCAPS,PL5869V001
CS OTHERS,100100722
LKA,156056180
RETAILCAPS,100050486
RETAILCAPS,100037203
RETAILCAPS,100115042
RETAILCAPS,100031743
RETAILCAPS,100046437
LKA,156056832
RETAILCAPS,100065561
RETAILCAPS,PL5906V901
GKA,100124118
RETAILCAPS,100060285
WHOLESALES,156057187
WHOLESALES,156061953
WHOLESALES,100101392
RETAILCAPS,100099253
WHOLESALES,156063402
RETAILCAPS,100050867
RETAILCAPS,100047680
LKA,156058626
WHOLESALES,156053267
GKA,156055026
RETAILCAPS,100044246
LKA,156052729
GKA,100031153
CS OXXO,156061320
RETAILCAPS,100037196
RETAILCAPS,100060508
RETAILCAPS,100052867
CLUBES,156065817
WHOLESALES,156061916
RETAILCAPS,100038123
RETAILCAPS,PL5901V009
CS OTHERS,100083088
RETAILCAPS,100042441
WHOLESALES,156057406
CS OXXO,156062395
RETAILCAPS,PL5869S012
WHOLESALES,156062113
RETAILCAPS,PL5872V002
RETAILCAPS,100046638
CS OTHERS,156060128
GKA,100056638
LKA,156053704
RETAILCAPS,100039651
RETAILCAPS,100042198
WHOLESALES,156061817
RETAILCAPS,100045365
LKA,156057625
WHOLESALES,156065222
WHOLESALES,156064605
RETAILCAPS,100022486
RETAILCAPS,100101432
CLUBES,156055241
RETAILCAPS,100050170
RETAILCAPS,100043990
RETAILCAPS,100034797
RETAILCAPS,156064687
RETAILCAPS,100064982
RETAILCAPS,100042296
RETAILCAPS,156062752
GKA,156055609
RETAILCAPS,PL5889V020
RETAILCAPS,100039983
RETAILCAPS,100055102
CS OTHERS,100085393
CS OTHERS,156064015
RETAILCAPS,100039436
RETAILCAPS,100061254
RETAILCAPS,100051067
RETAILCAPS,100058337
RETAILCAPS,100030230
WHOLESALES,156052049
CS OTHERS,100086366
RETAILCAPS,100050870
RETAILCAPS,100057587
GKA,100126652
LKA,156065535
WHOLESALES,100058016
GKA,100028647
RETAILCAPS,100053496
GKA,100054581
RETAILCAPS,100043150
RETAILCAPS,100036805
GKA,156057708
RETAILCAPS,100044643
WHOLESALES,156057258
GKA,100113181
RETAILCAPS,100048382
RETAILCAPS,100101809
RETAILCAPS,100044394
RETAILCAPS,100049581
RETAILCAPS,100059651
RETAILCAPS,100046730
RETAILCAPS,100065831
CS OTHERS,156056393
RETAILCAPS,156055507
CS OTHERS,156064050
RETAILCAPS,100051441
RETAILCAPS,100059000
RETAILCAPS,100037804
RETAILCAPS,100042116
RETAILCAPS,PL5884S016
RETAILCAPS,156100759
RETAILCAPS,100065677
RETAILCAPS,100058487
RETAILCAPS,100043985
WHOLESALES,156063779
RETAILCAPS,156100494
RETAILCAPS,100040069
RETAILCAPS,100053051
LKA,100062280
RETAILCAPS,100066124
RETAILCAPS,100055912
RETAILCAPS,100045347
RETAILCAPS,100051440
RETAILCAPS,PL5888S025
RETAILCAPS,100065940
RETAILCAPS,100055340
CS OTHERS,100119014
RETAILCAPS,100127069
RETAILCAPS,100044304
LKA,156053207
RETAILCAPS,100045091
RETAILCAPS,100061227
WHOLESALES,156052882
RETAILCAPS,100052799
RETAILCAPS,156064481
RETAILCAPS,100061799
GKA,100029317
RETAILCAPS,100043516
WHOLESALES,100119968
RETAILCAPS,100043862
RETAILCAPS,100063708
RETAILCAPS,100066099
WHOLESALES,156064100
RETAILCAPS,100043639
RETAILCAPS,100060492
GKA,156058117
LKA,156053791
RETAILCAPS,100060296
RETAILCAPS,100050778
GKA,156058239
RETAILCAPS,100038737
CS OTHERS,156062669
RETAILCAPS,PL5900S005
RETAILCAPS,156100789
CS OTHERS,100093675
CS OTHERS,156062216
CS OTHERS,100083445
WHOLESALES,156061650
RETAILCAPS,100042621
LKA,156059606
LKA,156055894
RETAILCAPS,100056909
LKA,156059547
LKA,156064823
RETAILCAPS,100061464
RETAILCAPS,100058329
CS OTHERS,100109330
CS OTHERS,100056855
RETAILCAPS,156101082
CS OTHERS,156060461
RETAILCAPS,100049688
GKA,156066664
RETAILCAPS,100044661
GKA,156058109
CS OXXO,156059181
RETAILCAPS,100064964
RETAILCAPS,100052982
RETAILCAPS,156101000
RETAILCAPS,100052046
RETAILCAPS,100036709
RETAILCAPS,100066307
RETAILCAPS,156100927
WHOLESALES,100094343
RETAILCAPS,156100285
RETAILCAPS,100048876
WHOLESALES,156065068
RETAILCAPS,PL5864V017
RETAILCAPS,156100671
CS OTHERS,100076207
RETAILCAPS,100053441
RETAILCAPS,100064690
RETAILCAPS,156062376
GKA,156065940
RETAILCAPS,100060423
RETAILCAPS,156066139
RETAILCAPS,100063822
RETAILCAPS,100039979
WHOLESALES,156061099
RETAILCAPS,100057383
WHOLESALES,156062916
RETAILCAPS,PL5886V035
RETAILCAPS,100034450
LKA,156055906
GKA,156064918
CLUBES,156058336
RETAILCAPS,100062304
CS OTHERS,156059067
CS OTHERS,100024629
CS OXXO,156060920
RETAILCAPS,100053032
RETAILCAPS,100084639
